time,open,high,low,close
2026-07-31 14:00:00+00:00,4080.8,4106.9,4076.4,4105.6
2026-07-31 15:00:00+00:00,4105.8,4109.1,4093.0,4101.8
2026-07-31 16:00:00+00:00,4101.8,4106.0,4097.2,4099.3
2026-07-31 17:00:00+00:00,4099.2,4111.0,4097.3,4109.8
2026-07-31 18:00:00+00:00,4110.0,4111.3,4102.9,4106.6
2026-07-31 19:00:00+00:00,4106.8,4111.9,4102.6,4107.7
2026-07-31 20:00:00+00:00,4107.6,4109.2,4097.4,4107.0
2026-08-02 22:00:00+00:00,4131.1,4135.8,4119.5,4119.9
2026-08-02 23:00:00+00:00,4120.0,4130.5,4119.0,4130.4
2026-08-03 00:00:00+00:00,4130.5,4134.7,4111.1,4112.8
2026-08-03 01:00:00+00:00,4112.9,4119.0,4102.7,4112.7
2026-08-03 02:00:00+00:00,4112.7,4122.3,4107.8,4117.8
2026-08-03 03:00:00+00:00,4117.6,4123.2,4114.2,4120.0
2026-08-03 04:00:00+00:00,4120.4,4127.2,4119.2,4119.2
2026-08-03 05:00:00+00:00,4119.0,4125.2,4109.1,4124.2
2026-08-03 06:00:00+00:00,4124.3,4127.3,4115.7,4118.9
2026-08-03 07:00:00+00:00,4119.0,4120.5,4107.3,4117.1
2026-08-03 08:00:00+00:00,4117.0,4118.0,4110.0,4115.0
2026-08-03 09:00:00+00:00,4115.3,4117.7,4102.3,4111.6
2026-08-03 10:00:00+00:00,4111.6,4113.6,4101.9,4105.4
2026-08-03 11:00:00+00:00,4105.7,4119.4,4101.7,4118.9
2026-08-03 12:00:00+00:00,4119.0,4121.1,4098.1,4103.4
2026-08-03 13:00:00+00:00,4103.6,4109.8,4074.0,4087.2
2026-08-03 14:00:00+00:00,4086.6,4094.9,4081.6,4091.6
2026-08-03 15:00:00+00:00,4091.7,4096.4,4085.5,4091.6
2026-08-03 16:00:00+00:00,4091.6,4094.8,4089.9,4092.4
2026-08-03 17:00:00+00:00,4092.7,4093.5,4085.9,4086.4
2026-08-03 18:00:00+00:00,4086.4,4101.0,4085.4,4099.6
2026-08-03 19:00:00+00:00,4099.5,4112.0,4099.5,4108.2
2026-08-03 20:00:00+00:00,4108.3,4115.0,4106.2,4110.9
2026-08-03 22:00:00+00:00,4109.6,4110.3,4104.6,4108.6
2026-08-03 23:00:00+00:00,4108.6,4110.8,4105.5,4109.3
2026-08-04 00:00:00+00:00,4109.2,4125.1,4104.1,4104.9
2026-08-04 01:00:00+00:00,4104.8,4117.6,4098.2,4114.8
2026-08-04 02:00:00+00:00,4114.8,4120.6,4111.1,4114.6
2026-08-04 03:00:00+00:00,4114.3,4117.5,4107.6,4108.2
2026-08-04 04:00:00+00:00,4107.4,4121.9,4106.4,4119.3
2026-08-04 05:00:00+00:00,4119.2,4123.7,4112.7,4117.3
2026-08-04 06:00:00+00:00,4117.9,4122.1,4111.4,4119.3
2026-08-04 07:00:00+00:00,4119.5,4122.9,4116.6,4121.8
2026-08-04 08:00:00+00:00,4121.9,4129.6,4110.1,4110.8
2026-08-04 09:00:00+00:00,4110.5,4111.2,4102.0,4105.1
2026-08-04 10:00:00+00:00,4105.7,4116.4,4101.4,4109.8
2026-08-04 11:00:00+00:00,4109.4,4141.8,4108.1,4132.1
2026-08-04 12:00:00+00:00,4132.3,4141.5,4117.6,4127.8
2026-08-04 13:00:00+00:00,4128.1,4151.5,4117.2,4140.7
2026-08-04 14:00:00+00:00,4140.7,4149.3,4131.3,4140.4
2026-08-04 15:00:00+00:00,4140.5,4145.8,4131.0,4144.2
2026-08-04 16:00:00+00:00,4144.4,4150.7,4139.7,4150.4
2026-08-04 17:00:00+00:00,4150.2,4163.8,4143.0,4143.1
2026-08-04 18:00:00+00:00,4142.8,4146.0,4132.1,4136.8
2026-08-04 19:00:00+00:00,4136.6,4141.9,4133.3,4135.3
2026-08-04 20:00:00+00:00,4135.6,4137.3,4131.4,4134.2
2026-08-04 22:00:00+00:00,4133.8,4142.1,4132.1,4132.5
2026-08-04 23:00:00+00:00,4132.8,4134.0,4121.6,4128.7
2026-08-05 00:00:00+00:00,4128.6,4139.3,4126.3,4138.2
2026-08-05 01:00:00+00:00,4138.5,4158.5,4133.4,4157.2
2026-08-05 02:00:00+00:00,4157.2,4192.6,4151.8,4186.2
2026-08-05 03:00:00+00:00,4186.5,4193.8,4184.3,4186.6
2026-08-05 04:00:00+00:00,4186.1,4199.5,4186.0,4193.4
2026-08-05 05:00:00+00:00,4193.3,4233.0,4192.7,4222.2
2026-08-05 06:00:00+00:00,4222.4,4237.8,4220.2,4237.1
2026-08-05 07:00:00+00:00,4236.7,4238.5,4220.9,4229.9
2026-08-05 08:00:00+00:00,4229.9,4231.5,4218.4,4219.7
2026-08-05 09:00:00+00:00,4220.0,4226.9,4211.8,4216.9
2026-08-05 10:00:00+00:00,4216.8,4220.7,4209.1,4220.4
2026-08-05 11:00:00+00:00,4220.6,4252.2,4219.8,4248.5
2026-08-05 12:00:00+00:00,4248.5,4273.6,4243.1,4244.1
2026-08-05 13:00:00+00:00,4243.9,4266.7,4243.8,4265.8
2026-08-05 14:00:00+00:00,4265.1,4307.8,4263.1,4304.3
2026-08-05 15:00:00+00:00,4303.9,4325.5,4292.7,4293.0
2026-08-05 16:00:00+00:00,4293.6,4308.1,4285.0,4302.8
2026-08-05 17:00:00+00:00,4302.9,4313.0,4296.2,4311.0
2026-08-05 18:00:00+00:00,4310.7,4328.2,4309.6,4321.2
2026-08-05 19:00:00+00:00,4321.0,4322.7,4307.0,4307.6
2026-08-05 20:00:00+00:00,4307.9,4310.4,4303.5,4308.0
2026-08-05 22:00:00+00:00,4307.0,4315.2,4304.9,4309.5
2026-08-05 23:00:00+00:00,4309.4,4341.1,4308.3,4337.3
2026-08-06 00:00:00+00:00,4337.2,4360.0,4323.5,4354.7
2026-08-06 01:00:00+00:00,4354.6,4362.7,4332.5,4346.9
2026-08-06 02:00:00+00:00,4346.7,4363.7,4334.0,4337.8
2026-08-06 03:00:00+00:00,4337.2,4340.0,4319.6,4324.9
2026-08-06 04:00:00+00:00,4324.5,4326.1,4312.2,4321.4
2026-08-06 05:00:00+00:00,4321.3,4327.5,4306.2,4326.0
2026-08-06 06:00:00+00:00,4325.8,4327.5,4308.2,4314.7
2026-08-06 07:00:00+00:00,4314.7,4324.0,4311.7,4321.7
2026-08-06 08:00:00+00:00,4322.0,4337.7,4319.4,4337.1
2026-08-06 09:00:00+00:00,4337.2,4344.2,4330.4,4332.6
2026-08-06 10:00:00+00:00,4332.6,4333.1,4322.8,4330.0
2026-08-06 11:00:00+00:00,4330.0,4332.5,4312.7,4322.6
2026-08-06 12:00:00+00:00,4322.2,4330.1,4307.0,4308.6
2026-08-06 13:00:00+00:00,4308.5,4332.9,4288.4,4325.9
2026-08-06 14:00:00+00:00,4326.1,4334.7,4318.9,4332.2
2026-08-06 15:00:00+00:00,4332.2,4333.6,4285.2,4291.5
2026-08-06 16:00:00+00:00,4291.8,4300.8,4281.2,4299.4
2026-08-06 17:00:00+00:00,4299.6,4307.0,4297.1,4305.8
2026-08-06 18:00:00+00:00,4305.9,4308.0,4299.2,4302.2
2026-08-06 19:00:00+00:00,4302.1,4309.8,4292.0,4307.8
2026-08-06 20:00:00+00:00,4307.7,4309.1,4293.6,4298.7
2026-08-06 22:00:00+00:00,4298.3,4301.8,4293.9,4298.3
2026-08-06 23:00:00+00:00,4298.6,4311.8,4298.4,4311.0
2026-08-07 00:00:00+00:00,4310.7,4311.4,4288.0,4291.2
2026-08-07 01:00:00+00:00,4290.9,4317.5,4289.8,4314.7
2026-08-07 02:00:00+00:00,4314.6,4320.8,4305.4,4309.1
2026-08-07 03:00:00+00:00,4309.1,4325.0,4308.3,4322.8
2026-08-07 04:00:00+00:00,4325.3,4328.4,4320.2,4324.1
2026-08-07 05:00:00+00:00,4324.1,4340.0,4320.4,4337.7
